ID,Title,description,topics,category,hints,similar_questions,corpus,length
803,brick falling hit,given x n binary grid represents brick represents empty space brick stable directly connected top grid least one brick four adjacent cell stable also given array hit sequence erasure want apply time want erase brick location hitsi row col brick locationnbspif exists disappear brick may longer stable erasure fall brick fall immediately erased grid ie land stable brick return array result resulti number brick fall th erasure applied note erasure may refer location brick brick drop nbsp example input grid hit output explanation starting grid erase underlined brick resulting grid two underlined brick longer stable longer connected top adjacent another stable brick fall resulting grid hence result example input grid hit output explanation starting grid erase underlined brick resulting grid remaining brick still stable brick fall grid remains next erase underlined brick resulting grid remaining brick still stable brick fall hence result nbsp constraint gridlength n gridilength lt n lt gridij lt hitslength lt hitsilength lt x inbsp lt ltnbspy lt n x unique,array union find matrix,algorithm,,title last day still cross titleslug lastdaywhereyoucanstillcross difficulty hard translatedtitle null title number way build sturdy brick wall titleslug numberofwaystobuildsturdybrickwall difficulty medium translatedtitle null,TITLE brick falling hit CATEGORY algorithm TOPICS array union find matrix DESCRIPTION given x n binary grid represents brick represents empty space brick stable directly connected top grid least one brick four adjacent cell stable also given array hit sequence erasure want apply time want erase brick location hitsi row col brick locationnbspif exists disappear brick may longer stable erasure fall brick fall immediately erased grid ie land stable brick return array result resulti number brick fall th erasure applied note erasure may refer location brick brick drop nbsp example input grid hit output explanation starting grid erase underlined brick resulting grid two underlined brick longer stable longer connected top adjacent another stable brick fall resulting grid hence result example input grid hit output explanation starting grid erase underlined brick resulting grid remaining brick still stable brick fall grid remains next erase underlined brick resulting grid remaining brick still stable brick fall hence result nbsp constraint gridlength n gridilength lt n lt gridij lt hitslength lt hitsilength lt x inbsp lt ltnbspy lt n x unique HINTS  SIMILAR title last day still cross titleslug lastdaywhereyoucanstillcross difficulty hard translatedtitle null title number way build sturdy brick wall titleslug numberofwaystobuildsturdybrickwall difficulty medium translatedtitle null,202
816,ambiguous coordinate,dimensional coordinate like quot quot quot quot removed comma decimal point space ended string example quot quot becomes quot quot quot quot becomes quot quot return list string representing possibility original coordinate could original representation never extraneous zero never started number like quot quot quot quot quot quot quot quot quot quot quot quot number represented fewer digit also decimal point within number never occurs without least one digit occurring never started number like quot quot final answer list returned order coordinate final answer exactly one space occurring comma nbsp example input quot quot output quot quotquot quotquot quotquot quot example input quot quot output quot quotquot quotquot quotquot quotquot quotquot quot explanation allowed example input quot quot output quot quotquot quot nbsp constraint lt slength lt sslength rest digit,string backtracking enumeration,algorithm,,,TITLE ambiguous coordinate CATEGORY algorithm TOPICS string backtracking enumeration DESCRIPTION dimensional coordinate like quot quot quot quot removed comma decimal point space ended string example quot quot becomes quot quot quot quot becomes quot quot return list string representing possibility original coordinate could original representation never extraneous zero never started number like quot quot quot quot quot quot quot quot quot quot quot quot number represented fewer digit also decimal point within number never occurs without least one digit occurring never started number like quot quot final answer list returned order coordinate final answer exactly one space occurring comma nbsp example input quot quot output quot quotquot quotquot quotquot quot example input quot quot output quot quotquot quotquot quotquot quotquot quotquot quot explanation allowed example input quot quot output quot quotquot quot nbsp constraint lt slength lt sslength rest digit HINTS  SIMILAR ,142
823,binary tree factor,given array unique integer arr integer arri strictly greater make binary tree using integer number may used number time nonleaf node value equal product value child return number binary tree make answer may large return answer modulo nbsp example input arr output explanation make tree example input arr output explanation make tree nbsp constraint lt arrlength lt lt arri lt value arr unique,array hash table dynamic programming sorting,algorithm,,,TITLE binary tree factor CATEGORY algorithm TOPICS array hash table dynamic programming sorting DESCRIPTION given array unique integer arr integer arri strictly greater make binary tree using integer number may used number time nonleaf node value equal product value child return number binary tree make answer may large return answer modulo nbsp example input arr output explanation make tree example input arr output explanation make tree nbsp constraint lt arrlength lt lt arri lt value arr unique HINTS  SIMILAR ,79
830,position large group,string nbspof lowercase letter letter form consecutive group character example string like quotabbxxxxzyyquot group quotaquot quotbbquot quotxxxxquot quotzquot andnbsp quotyyquot group identified intervalnbsp start end wherenbsp start nbspandnbsp end nbspdenote start endnbspindices inclusive group examplenbsp quotxxxxquot nbsphas intervalnbsp group considerednbsp large nbspif character returnnbsp interval every large group sorted innbsp increasing order start index nbsp example input quotabbxxxxzzyquot output explanation quotxxxxquot large group start index end index example input quotabcquot output explanation group quotaquot quotbquot quotcquot none large group example input quotabcdddeeeeaabbbcdquot output explanation large group quotdddquot quoteeeequot quotbbbquot nbsp constraint lt slength lt contains lowercase english letter,string,algorithm,,title divide string group size k titleslug divideastringintogroupsofsizek difficulty easy translatedtitle null,TITLE position large group CATEGORY algorithm TOPICS string DESCRIPTION string nbspof lowercase letter letter form consecutive group character example string like quotabbxxxxzyyquot group quotaquot quotbbquot quotxxxxquot quotzquot andnbsp quotyyquot group identified intervalnbsp start end wherenbsp start nbspandnbsp end nbspdenote start endnbspindices inclusive group examplenbsp quotxxxxquot nbsphas intervalnbsp group considerednbsp large nbspif character returnnbsp interval every large group sorted innbsp increasing order start index nbsp example input quotabbxxxxzzyquot output explanation quotxxxxquot large group start index end index example input quotabcquot output explanation group quotaquot quotbquot quotcquot none large group example input quotabcdddeeeeaabbbcdquot output explanation large group quotdddquot quoteeeequot quotbbbquot nbsp constraint lt slength lt contains lowercase english letter HINTS  SIMILAR title divide string group size k titleslug divideastringintogroupsofsizek difficulty easy translatedtitle null,121
835,image overlap,given two image img img represented binary square matrix size n x n binary matrix value translate one image however choose sliding bit left right andor number unit place top image calculate overlap counting number position image note also translation include kind rotation bit translated outside matrix border erased return largest possible overlap nbsp example input img img output explanation translate img right unit unit number position image shown red example input img img output example input img img output nbsp constraint n img length img ilength n img length img ilength lt n lt img ij either img ij either,array matrix,algorithm,,,TITLE image overlap CATEGORY algorithm TOPICS array matrix DESCRIPTION given two image img img represented binary square matrix size n x n binary matrix value translate one image however choose sliding bit left right andor number unit place top image calculate overlap counting number position image note also translation include kind rotation bit translated outside matrix border erased return largest possible overlap nbsp example input img img output explanation translate img right unit unit number position image shown red example input img img output example input img img output nbsp constraint n img length img ilength n img length img ilength lt n lt img ij either img ij either HINTS  SIMILAR ,112
519,random flip matrix,x n binary grid matrix value set initially design algorithm randomly pick index j matrixij flip index j matrixij equally likely returned optimize algorithm minimize number call made builtin random function language optimize time space complexity implement solution class solutionint int n initializes object size binary matrix n int flip return random index j matrix matrixij flip void reset reset value matrix nbsp example input quotsolutionquot quotflipquot quotflipquot quotflipquot quotresetquot quotflipquot output null null explanation solution solution new solution solutionflip return equally likely returned solutionflip return since returned solutionflip return based previously returned index returned solutionreset value reset returned solutionflip return equally likely returned nbsp constraint lt n lt least one free cell call flip call made flip reset,hash table math reservoir sampling randomized,algorithm,,,TITLE random flip matrix CATEGORY algorithm TOPICS hash table math reservoir sampling randomized DESCRIPTION x n binary grid matrix value set initially design algorithm randomly pick index j matrixij flip index j matrixij equally likely returned optimize algorithm minimize number call made builtin random function language optimize time space complexity implement solution class solutionint int n initializes object size binary matrix n int flip return random index j matrix matrixij flip void reset reset value matrix nbsp example input quotsolutionquot quotflipquot quotflipquot quotflipquot quotresetquot quotflipquot output null null explanation solution solution new solution solutionflip return equally likely returned solutionflip return since returned solutionflip return based previously returned index returned solutionreset value reset returned solutionflip return equally likely returned nbsp constraint lt n lt least one free cell call flip call made flip reset HINTS  SIMILAR ,135
906,super palindrome,let say positive integer superpalindrome palindrome also square palindrome given two positive integer left right represented string return number superpalindromes integer inclusive range left right nbsp example input left quot quot right quot quot output explanation superpalindromes note superpalindrome palindrome example input left quot quot right quot quot output nbsp constraint lt leftlength rightlength lt left right consist digit left right cannot leading zero left right represent integer range left less equal right,math string enumeration,algorithm,,,TITLE super palindrome CATEGORY algorithm TOPICS math string enumeration DESCRIPTION let say positive integer superpalindrome palindrome also square palindrome given two positive integer left right represented string return number superpalindromes integer inclusive range left right nbsp example input left quot quot right quot quot output explanation superpalindromes note superpalindrome palindrome example input left quot quot right quot quot output nbsp constraint lt leftlength rightlength lt left right consist digit left right cannot leading zero left right represent integer range left less equal right HINTS  SIMILAR ,85
914,x kind deck card,given integer array deck decki represents number written th card partition card one group group exactly x card x gt card one group integer written return true partition possible false otherwise nbsp example input deck output true explanation possible partition example input deck output false explanation possible partition nbsp constraint lt decklength lt lt decki lt,array hash table math counting number theory,algorithm,,,TITLE x kind deck card CATEGORY algorithm TOPICS array hash table math counting number theory DESCRIPTION given integer array deck decki represents number written th card partition card one group group exactly x card x gt card one group integer written return true partition possible false otherwise nbsp example input deck output true explanation possible partition example input deck output false explanation possible partition nbsp constraint lt decklength lt lt decki lt HINTS  SIMILAR ,74
952,largest component size common factor,given integer array unique positive integer nums consider following graph numslength node labeled nums numsnumslength undirected edge numsi numsj numsi numsj share common factor greater return size largest connected component graph nbsp example input nums output example input nums output example input nums output nbsp constraint lt numslength lt lt numsi lt value nums unique,array hash table math union find number theory,algorithm,,title group string titleslug groupsofstrings difficulty hard translatedtitle null title distinct prime factor product array titleslug distinctprimefactorsofproductofarray difficulty medium translatedtitle null,TITLE largest component size common factor CATEGORY algorithm TOPICS array hash table math union find number theory DESCRIPTION given integer array unique positive integer nums consider following graph numslength node labeled nums numsnumslength undirected edge numsi numsj numsi numsj share common factor greater return size largest connected component graph nbsp example input nums output example input nums output example input nums output nbsp constraint lt numslength lt lt numsi lt value nums unique HINTS  SIMILAR title group string titleslug groupsofstrings difficulty hard translatedtitle null title distinct prime factor product array titleslug distinctprimefactorsofproductofarray difficulty medium translatedtitle null,96
954,array doubled pair,given integer array even length arr return true possible reorder arr arr arr every lt lt lenarr false otherwise nbsp example input arr output false example input arr output false example input arr output true explanation take two group form nbsp constraint lt arrlength lt arrlength even lt arri lt,array hash table greedy sorting,algorithm,,title find original array doubled array titleslug findoriginalarrayfromdoubledarray difficulty medium translatedtitle null,TITLE array doubled pair CATEGORY algorithm TOPICS array hash table greedy sorting DESCRIPTION given integer array even length arr return true possible reorder arr arr arr every lt lt lenarr false otherwise nbsp example input arr output false example input arr output false example input arr output true explanation take two group form nbsp constraint lt arrlength lt arrlength even lt arri lt HINTS  SIMILAR title find original array doubled array titleslug findoriginalarrayfromdoubledarray difficulty medium translatedtitle null,77
975,odd even jump,given integer array arr starting index make series jump st rd th jump series called oddnumbered jump nd th th jump series called evennumbered jump note jump numbered index may jump forward index index j lt j following way oddnumbered jump ie jump jump index j arri lt arrj arrj smallest possible value multiple index j jump smallest index j evennumbered jump ie jump jump index j arri gt arrj arrj largest possible value multiple index j jump smallest index j may case index legal jump starting index good starting index reach end array index arrlength jumping number time possibly return number good starting index nbsp example input arr output explanation starting index make st jump since arr smallest among arr arr arr arr greater equal arr cannot jump starting index make st jump cannot jump starting index make st jump reached end starting index reached end already total different starting index reach end number jump example input arr output explanation starting index make jump st jump oddnumbered first jump arr smallest value arr arr arr arr greater equal arr nd jump evennumbered jump arr largest value arr arr arr less equal arr arr also largest value smaller index jump rd jump oddnumbered jump arr smallest value arr arr greater equal arr jump starting index good similar manner deduce starting index jump reach end starting index jump jump anymore starting index jump reach end starting index already end total different starting index reach end number jump example input arr output explanation reach end starting index nbsp constraint lt arrlength lt lt arri lt,array dynamic programming stack monotonic stack ordered set,algorithm,,,TITLE odd even jump CATEGORY algorithm TOPICS array dynamic programming stack monotonic stack ordered set DESCRIPTION given integer array arr starting index make series jump st rd th jump series called oddnumbered jump nd th th jump series called evennumbered jump note jump numbered index may jump forward index index j lt j following way oddnumbered jump ie jump jump index j arri lt arrj arrj smallest possible value multiple index j jump smallest index j evennumbered jump ie jump jump index j arri gt arrj arrj largest possible value multiple index j jump smallest index j may case index legal jump starting index good starting index reach end array index arrlength jumping number time possibly return number good starting index nbsp example input arr output explanation starting index make st jump since arr smallest among arr arr arr arr greater equal arr cannot jump starting index make st jump cannot jump starting index make st jump reached end starting index reached end already total different starting index reach end number jump example input arr output explanation starting index make jump st jump oddnumbered first jump arr smallest value arr arr arr arr greater equal arr nd jump evennumbered jump arr largest value arr arr arr less equal arr arr also largest value smaller index jump rd jump oddnumbered jump arr smallest value arr arr greater equal arr jump starting index good similar manner deduce starting index jump reach end starting index jump jump anymore starting index jump reach end starting index already end total different starting index reach end number jump example input arr output explanation reach end starting index nbsp constraint lt arrlength lt lt arri lt HINTS  SIMILAR ,281
1055,shortest way form string,,two pointer string binary search greedy,algorithm,condition met order impossible form target string exists character target string doesnt exist source string impossible form target string assuming case possible form target string assure minimum number used subsequence source used subsequence try match leftmost character current subsequence leftmost character target string match erase character otherwise erase subsequence character whenever current subsequence get empty reset new copy subsequence increment count target sequence get empty finally return count,title subsequence titleslug issubsequence difficulty easy translatedtitle null title number matching subsequence titleslug numberofmatchingsubsequences difficulty medium translatedtitle null,TITLE shortest way form string CATEGORY algorithm TOPICS two pointer string binary search greedy DESCRIPTION  HINTS condition met order impossible form target string exists character target string doesnt exist source string impossible form target string assuming case possible form target string assure minimum number used subsequence source used subsequence try match leftmost character current subsequence leftmost character target string match erase character otherwise erase subsequence character whenever current subsequence get empty reset new copy subsequence increment count target sequence get empty finally return count SIMILAR title subsequence titleslug issubsequence difficulty easy translatedtitle null title number matching subsequence titleslug numberofmatchingsubsequences difficulty medium translatedtitle null,103
1057,campus bike,,array sorting heap priority queue,algorithm,sort element distance case tie sort index worker still tie sort index bike rnrn less onlogn time n total number pair worker bike loop sorted element match pair worker bike given worker bike used,title campus bike ii titleslug campusbikesii difficulty medium translatedtitle null,TITLE campus bike CATEGORY algorithm TOPICS array sorting heap priority queue DESCRIPTION  HINTS sort element distance case tie sort index worker still tie sort index bike rnrn less onlogn time n total number pair worker bike loop sorted element match pair worker bike given worker bike used SIMILAR title campus bike ii titleslug campusbikesii difficulty medium translatedtitle null,58
1012,number repeated digit,given integer n return number positive integer range n least one repeated digit nbsp example input n output explanation positive number lt least repeated digit example input n output explanation positive number lt atleast repeated digit example input n output nbsp constraint lt n lt,math dynamic programming,algorithm,many number duplicate digit many number k digit duplicate many number length n many number prefix n,title count number powerful integer titleslug countthenumberofpowerfulintegers difficulty hard translatedtitle null,TITLE number repeated digit CATEGORY algorithm TOPICS math dynamic programming DESCRIPTION given integer n return number positive integer range n least one repeated digit nbsp example input n output explanation positive number lt least repeated digit example input n output explanation positive number lt atleast repeated digit example input n output nbsp constraint lt n lt HINTS many number duplicate digit many number k digit duplicate many number length n many number prefix n SIMILAR title count number powerful integer titleslug countthenumberofpowerfulintegers difficulty hard translatedtitle null,86
1066,campus bike ii,,array dynamic programming backtracking bit manipulation bitmask,algorithm,model problem dppos mask po represents current bike assigned mask set available worker,title campus bike titleslug campusbikes difficulty medium translatedtitle null,TITLE campus bike ii CATEGORY algorithm TOPICS array dynamic programming backtracking bit manipulation bitmask DESCRIPTION  HINTS model problem dppos mask po represents current bike assigned mask set available worker SIMILAR title campus bike titleslug campusbikes difficulty medium translatedtitle null,39
1056,confusing number,,math,algorithm,reverse digit corresponding new digit invalid digit found return reversing digit compare reversed number original number,title strobogrammatic number titleslug strobogrammaticnumber difficulty easy translatedtitle null title confusing number ii titleslug confusingnumberii difficulty hard translatedtitle null,TITLE confusing number CATEGORY algorithm TOPICS math DESCRIPTION  HINTS reverse digit corresponding new digit invalid digit found return reversing digit compare reversed number original number SIMILAR title strobogrammatic number titleslug strobogrammaticnumber difficulty easy translatedtitle null title confusing number ii titleslug confusingnumberii difficulty hard translatedtitle null,45
1088,confusing number ii,,math backtracking,algorithm,set digit valid number valid set digit backtracking generate number containing digit check valid,title confusing number titleslug confusingnumber difficulty easy translatedtitle null,TITLE confusing number ii CATEGORY algorithm TOPICS math backtracking DESCRIPTION  HINTS set digit valid number valid set digit backtracking generate number containing digit check valid SIMILAR title confusing number titleslug confusingnumber difficulty easy translatedtitle null,35
1037,valid boomerang,given array point pointsi x represents point xy plane return true point boomerang boomerang set three point distinct straight line nbsp example input point output true example input point output false nbsp constraint pointslength pointsilength lt x lt,array math geometry,algorithm,point form boomerang triangle formed nonzero area,,TITLE valid boomerang CATEGORY algorithm TOPICS array math geometry DESCRIPTION given array point pointsi x represents point xy plane return true point boomerang boomerang set three point distinct straight line nbsp example input point output true example input point output false nbsp constraint pointslength pointsilength lt x lt HINTS point form boomerang triangle formed nonzero area SIMILAR ,57
1121,divide array increasing sequence,,array counting,algorithm,think frequency number affect number sequence needed minimum number sequence need form considering frequency number think least number sequence maximize length number sequence needed equal maximum frequency element put element sequence think greedy approach,,TITLE divide array increasing sequence CATEGORY algorithm TOPICS array counting DESCRIPTION  HINTS think frequency number affect number sequence needed minimum number sequence need form considering frequency number think least number sequence maximize length number sequence needed equal maximum frequency element put element sequence think greedy approach SIMILAR ,47
1165,singlerow keyboard,,hash table string,algorithm,problem divided part solving part sum solution return answer yes need divide problem finger jump finger jump need move finger one character another need know index map character index use hash table,,TITLE singlerow keyboard CATEGORY algorithm TOPICS hash table string DESCRIPTION  HINTS problem divided part solving part sum solution return answer yes need divide problem finger jump finger jump need move finger one character another need know index map character index use hash table SIMILAR ,44
1153,string transforms another string,,hash table string,algorithm,model problem graph problem add edge one character another need convert one character need converted one character would solution thus every node one outgoing edge process linked list process cycle character outgoing edge use break cycle,,TITLE string transforms another string CATEGORY algorithm TOPICS hash table string DESCRIPTION  HINTS model problem graph problem add edge one character another need convert one character need converted one character would solution thus every node one outgoing edge process linked list process cycle character outgoing edge use break cycle SIMILAR ,50
1182,shortest distance target color,,array binary search dynamic programming,algorithm,greedy solution slow limit solve problem offline preprocessing calculate answer index moving left right,,TITLE shortest distance target color CATEGORY algorithm TOPICS array binary search dynamic programming DESCRIPTION  HINTS greedy solution slow limit solve problem offline preprocessing calculate answer index moving left right SIMILAR ,30
1078,occurrence bigram,given two string first second consider occurrence text form quotfirst second thirdquot second come immediately first third come immediately second return array word third occurrence quotfirst second thirdquot nbsp example input text alice good girl good student first second good output girlstudent example input text rock first second output werock nbsp constraint lt textlength lt text consists lowercase english letter space word text separated single space lt firstlength secondlength lt first second consist lowercase english letter text leading trailing space,string,algorithm,split string word look adjacent triple word,,TITLE occurrence bigram CATEGORY algorithm TOPICS string DESCRIPTION given two string first second consider occurrence text form quotfirst second thirdquot second come immediately first third come immediately second return array word third occurrence quotfirst second thirdquot nbsp example input text alice good girl good student first second good output girlstudent example input text rock first second output werock nbsp constraint lt textlength lt text consists lowercase english letter space word text separated single space lt firstlength secondlength lt first second consist lowercase english letter text leading trailing space HINTS split string word look adjacent triple word SIMILAR ,97
1199,minimum time build block,,array math greedy heap priority queue,algorithm,greedy approach work example show try possible move using dp dp state dpij minimum time cost build first block using j worker one step either assign worker block choose number worker split choose assign worker block always better assign block maximum time sort array using dp optimize solution notice choose split always better split worker,title find time required eliminate bacterial strain titleslug findtimerequiredtoeliminatebacterialstrains difficulty hard translatedtitle null,TITLE minimum time build block CATEGORY algorithm TOPICS array math greedy heap priority queue DESCRIPTION  HINTS greedy approach work example show try possible move using dp dp state dpij minimum time cost build first block using j worker one step either assign worker block choose number worker split choose assign worker block always better assign block maximum time sort array using dp optimize solution notice choose split always better split worker SIMILAR title find time required eliminate bacterial strain titleslug findtimerequiredtoeliminatebacterialstrains difficulty hard translatedtitle null,85
1090,largest value label,given n item value label two integer array value label also given two integer numwanted uselimit task find subset item maximum sum value number item numwanted number item label uselimit return maximum sum nbsp example input value label numwanted uselimit output explanation subset chosen first third fifth item sum value example input value label numwanted uselimit output explanation subset chosen first second third item sum value example input value label numwanted uselimit output explanation subset chosen first fourth item sum value nbsp constraint n valueslength labelslength lt n lt lt valuesi labelsi lt lt numwanted uselimit lt n,array hash table greedy sorting counting,algorithm,consider item order largest smallest value greedily take item fall uselimit keep track many item label used using hash table,,TITLE largest value label CATEGORY algorithm TOPICS array hash table greedy sorting counting DESCRIPTION given n item value label two integer array value label also given two integer numwanted uselimit task find subset item maximum sum value number item numwanted number item label uselimit return maximum sum nbsp example input value label numwanted uselimit output explanation subset chosen first third fifth item sum value example input value label numwanted uselimit output explanation subset chosen first second third item sum value example input value label numwanted uselimit output explanation subset chosen first fourth item sum value nbsp constraint n valueslength labelslength lt n lt lt valuesi labelsi lt lt numwanted uselimit lt n HINTS consider item order largest smallest value greedily take item fall uselimit keep track many item label used using hash table SIMILAR ,134
1117,building h,two kind thread oxygen hydrogen goal group thread form water molecule barrier thread wait complete molecule formed hydrogen oxygen thread given releasehydrogen releaseoxygen method respectively allow pas barrier thread pas barrier group three must immediately bond form water molecule must guarantee thread one molecule bond thread next molecule word oxygen thread arrives barrier hydrogen thread present must wait two hydrogen thread hydrogen thread arrives barrier thread present must wait oxygen thread another hydrogen thread worry matching thread explicitly thread necessarily know thread paired key thread pas barrier complete set thus examine sequence thread bind divide group three group contain one oxygen two hydrogen thread write synchronization code oxygen hydrogen molecule enforces constraint nbsp example input water quothohquot output quothhoquot explanation quothohquot quotohhquot also valid answer example input water quotoohhhhquot output quothhohhoquot explanation quothohhhoquot quotohhhhoquot quothhohohquot quothohhohquot quotohhhohquot quothhoohhquot quothohohhquot quotohhohhquot also valid answer nbsp constraint n waterlength lt n lt wateri either h exactly n h water exactly n water,concurrency,concurrency,,,TITLE building h CATEGORY concurrency TOPICS concurrency DESCRIPTION two kind thread oxygen hydrogen goal group thread form water molecule barrier thread wait complete molecule formed hydrogen oxygen thread given releasehydrogen releaseoxygen method respectively allow pas barrier thread pas barrier group three must immediately bond form water molecule must guarantee thread one molecule bond thread next molecule word oxygen thread arrives barrier hydrogen thread present must wait two hydrogen thread hydrogen thread arrives barrier thread present must wait oxygen thread another hydrogen thread worry matching thread explicitly thread necessarily know thread paired key thread pas barrier complete set thus examine sequence thread bind divide group three group contain one oxygen two hydrogen thread write synchronization code oxygen hydrogen molecule enforces constraint nbsp example input water quothohquot output quothhoquot explanation quothohquot quotohhquot also valid answer example input water quotoohhhhquot output quothhohhoquot explanation quothohhhoquot quotohhhhoquot quothhohohquot quothohhohquot quotohhhohquot quothhoohhquot quothohohhquot quotohhohhquot also valid answer nbsp constraint n waterlength lt n lt wateri either h exactly n h water exactly n water HINTS  SIMILAR ,170
1096,brace expansion ii,grammar given string represent set lowercase word letnbsp rexpr nbspdenote set word expression represents grammar best understood simple example single letter represent singleton set containing word rquotaquot quotaquot rquotwquot quotwquot take commadelimited list two expression take union possibility rquotabcquot quotaquotquotbquotquotcquot rquotabbcquot quotaquotquotbquotquotcquot notice final set contains word concatenate two expression take set possible concatenation two word first word come first expression second word come second expression rquotabcdquot quotacquotquotadquotquotbcquotquotbdquot rquotabcdefghquot quotabdfgquot quotabdfhquot quotabefgquot quotabefhquot quotacdfgquot quotacdfhquot quotacefgquot quotacefhquot formally three rule grammar every lowercase letter x rx x expression e e e k k gt e cup cup expression e e e b b time denotes concatenation time denotes cartesian product given expression representing set word given grammar return sorted list word expression represents nbsp example input expression quotabcdequot output quotacquotquotadquotquotaequotquotbcquotquotbdquotquotbequot example input expression quotazabcabzquot output quotaquotquotabquotquotacquotquotzquot explanation distinct word written final answer nbsp constraint lt expressionlength lt expressioni consists lowercase english letter givennbsp expression nbsprepresents set word based grammar given description,string backtracking stack breadthfirst search,algorithm,write helper method parse next chunk expression see eg answer set see parse complete number seen equal becomes chunk find appropriate comma parse individual expression comma,title brace expansion titleslug braceexpansion difficulty medium translatedtitle null,TITLE brace expansion ii CATEGORY algorithm TOPICS string backtracking stack breadthfirst search DESCRIPTION grammar given string represent set lowercase word letnbsp rexpr nbspdenote set word expression represents grammar best understood simple example single letter represent singleton set containing word rquotaquot quotaquot rquotwquot quotwquot take commadelimited list two expression take union possibility rquotabcquot quotaquotquotbquotquotcquot rquotabbcquot quotaquotquotbquotquotcquot notice final set contains word concatenate two expression take set possible concatenation two word first word come first expression second word come second expression rquotabcdquot quotacquotquotadquotquotbcquotquotbdquot rquotabcdefghquot quotabdfgquot quotabdfhquot quotabefgquot quotabefhquot quotacdfgquot quotacdfhquot quotacefgquot quotacefhquot formally three rule grammar every lowercase letter x rx x expression e e e k k gt e cup cup expression e e e b b time denotes concatenation time denotes cartesian product given expression representing set word given grammar return sorted list word expression represents nbsp example input expression quotabcdequot output quotacquotquotadquotquotaequotquotbcquotquotbdquotquotbequot example input expression quotazabcabzquot output quotaquotquotabquotquotacquotquotzquot explanation distinct word written final answer nbsp constraint lt expressionlength lt expressioni consists lowercase english letter givennbsp expression nbsprepresents set word based grammar given description HINTS write helper method parse next chunk expression see eg answer set see parse complete number seen equal becomes chunk find appropriate comma parse individual expression comma SIMILAR title brace expansion titleslug braceexpansion difficulty medium translatedtitle null,211
1231,divide chocolate,,array binary search,algorithm,dividing array k subarrays pick subarray minimum sum divide subarray k subarrays minimum subarray sum maximum possible use binary search greedy check,title split array largest sum titleslug splitarraylargestsum difficulty hard translatedtitle null title capacity ship package within day titleslug capacitytoshippackageswithinddays difficulty medium translatedtitle null,TITLE divide chocolate CATEGORY algorithm TOPICS array binary search DESCRIPTION  HINTS dividing array k subarrays pick subarray minimum sum divide subarray k subarrays minimum subarray sum maximum possible use binary search greedy check SIMILAR title split array largest sum titleslug splitarraylargestsum difficulty hard translatedtitle null title capacity ship package within day titleslug capacitytoshippackageswithinddays difficulty medium translatedtitle null,57
1272,remove interval,,array,algorithm,solve problem every interval alone divide problem case according position two interval,,TITLE remove interval CATEGORY algorithm TOPICS array DESCRIPTION  HINTS solve problem every interval alone divide problem case according position two interval SIMILAR ,22
1114,print order,suppose class public class foo public void first printquotfirstquot public void second printquotsecondquot public void third printquotthirdquot instance foo passed three different thread thread call first thread b call second thread c call third design mechanism modify program ensure second executed first third executed second note know thread scheduled operating system even though number input seem imply ordering input format see mainly ensure test comprehensiveness nbsp example input nums output quotfirstsecondthirdquot explanation three thread fired asynchronously input mean thread call first thread b call second thread c call third quotfirstsecondthirdquot correct output example input nums output quotfirstsecondthirdquot explanation input mean thread call first thread b call third thread c call second quotfirstsecondthirdquot correct output nbsp constraint nums permutation,concurrency,concurrency,,title print foobar alternately titleslug printfoobaralternately difficulty medium translatedtitle null,TITLE print order CATEGORY concurrency TOPICS concurrency DESCRIPTION suppose class public class foo public void first printquotfirstquot public void second printquotsecondquot public void third printquotthirdquot instance foo passed three different thread thread call first thread b call second thread c call third design mechanism modify program ensure second executed first third executed second note know thread scheduled operating system even though number input seem imply ordering input format see mainly ensure test comprehensiveness nbsp example input nums output quotfirstsecondthirdquot explanation three thread fired asynchronously input mean thread call first thread b call second thread c call third quotfirstsecondthirdquot correct output example input nums output quotfirstsecondthirdquot explanation input mean thread call first thread b call third thread c call second quotfirstsecondthirdquot correct output nbsp constraint nums permutation HINTS  SIMILAR title print foobar alternately titleslug printfoobaralternately difficulty medium translatedtitle null,138
1619,mean array removing element,given integer array arr return mean remaining integer removing smallest largest element answer within actual answer considered accepted nbsp example input arr output explanation erasing minimum maximum value array element equal mean example input arr output example input arr output nbsp constraint lt arrlength lt arrlength multiple lt arri lt,array sorting,algorithm,sort given array remove first last sorted array,,TITLE mean array removing element CATEGORY algorithm TOPICS array sorting DESCRIPTION given integer array arr return mean remaining integer removing smallest largest element answer within actual answer considered accepted nbsp example input arr output explanation erasing minimum maximum value array element equal mean example input arr output example input arr output nbsp constraint lt arrlength lt arrlength multiple lt arri lt HINTS sort given array remove first last sorted array SIMILAR ,71
